P03886	MT-ND1
Q9BX40	LSM14B

	CD226

	DLC1

P57727	TMPRSS3

Q8N104	DEFB106B

Q8WTQ1	DEFB104B

Q08648	SPAG11B

	SPAG11B

Q5T4D3	TMTC4

	XKR5

	TMPRSS3

P59665	DEFA1B

Q15762	CD226

	FAM90A19

	FAM90A7

	FAM90A10

	TMTC4

E9PI22	PRR23D1

Q8IZN7	DEFB107B

Q8NG35	DEFB105B

Q8N104	DEFB106A

Q8WTQ1	DEFB104A

	SPAG11A

Q14166	TTLL12

Q96EQ8	RNF125

	TTLL12

	RNF125

O15263	DEFB4B

	ZNF705G

	UBASH3A

A8MXU0	

	PNLIPRP1

Q96J88	EPSTI1

	USP17L4

	USP17L3

	DEFB109B

	FAM90A20P

	FAM90A3P

	FAM90A23

	DEFB105B

	PNLIPRP2

Q96KR7	PHACTR3

	EPSTI1

	PHACTR3

	C10orf82

	USP17L2

	ZNF705D

P0DP74	DEFB130A

Q4QY38	DEFB134

Q30KP9	DEFB135

Q30KP8	DEFB136

Q9NS68	TNFRSF19

	CTSB

Q9NX57	RAB20

	PRR5

P57075	UBASH3A

P85299	PRR5

Q8WYR4	RSPH1

Q9HA77	CARS2

Q15560	TCEA2

Q86V86	PIM3

	SLC37A1

	CARS2

	TCEA2

	GPRC5C

	FDFT1

P37268	FDFT1

	CD300A

P57057	SLC37A1

	CD300LB

Q8NEG7	DENND6B

	CD300C

	NEIL2

	CD300H

	CD300LD

Q9BWX5	GATA5

	DENND6B

P43694	GATA4

	GATA4

Q86V97	KBTBD6

Q8WVZ9	KBTBD7

	BLK

P18428	LBP

	FAM167A

Q9NTX9	FAM217B

Q96KT7	SLC35G5

Q96QG7	MTMR9

	FAM217B

	MTMR9

	XKR6

O75570	MTRF1

	MTRF1

Q8TCT0	CERK

	PINX1

	CERK

Q9BT81	SOX7

	RP1L1

	C8orf74

	PRSS55

	TNKS

P28749	RBL1

	RBL1

Q9H227	GBA3

Q86XI6	PPP1R3B

	GBA3

Q6N069	NAA16

	ERI1

	MFHAS1

Q96B33	CLDN23

	PRAG1

P14138	EDN3

	EDN3

	FAM90A9

Q9H4X1	RGCC

	FAM90A16

	FAM90A14

Q16186	ADRM1

	ADRM1

O75170	PPP6R2

A3KMH1	VWA8

	PPP6R2

	SYT8

Q8NBV8	SYT8

P10114	RAP2A

	RAP2A

	PRR14L

P48788	TNNI2

Q5THK1	PRR14L

	TNNI2

Q9BVI0	PHF20

	PHF20

P43657	LPAR6

P33241	LSP1

	LSP1

Q6ICC9	RTL6

Q8NEG4	FAM83F

	PRR33

	NAXD

Q8IW45	NAXD

P45378	TNNT3

	TNNT3

A0A075B706	TRDJ1

A0JD36	TRDV2

Q9Y6H8	GJA3

	PIGN

P20472	PVALB

P29033	GJB2

P0DPR3	TRDD1

	TRAJ54

	TRAJ49

	TRDJ3

	PVALB

	TRDD3

Q16540	MRPL23

	MRPL23

	NOVA1

O95452	GJB6

P51513	NOVA1

Q9UBG7	RBPJL

	RBPJL

Q9BV10	ALG12

	GJB6

	ALG12

	TRAJ48

	TRAJ59

P31431	SDC4

	TRAJ61

	TRDC

	TRAJ58

	TRDJ4

Q8N2H4	SYS1

	SYS1

O43759	SYNGR1

	TRAJ47

	TRDJ2

	SYNGR1

	TRAJ56

	SYS1-DBNDD2

	NUBPL

Q9Y2B4	TP53TG5

	STX16-NPEPL1

Q8TB37	NUBPL

Q8WZ92	OR5P2

Q8WZ94	OR5P3

Q8NH74	OR10A6

	TRDD2

P58181	OR10A3

Q86W26	NLRP10

	NLRP10

Q8NDH3	NPEPL1

Q9UBW7	ZMYM2

	ZMYM2

	NPEPL1

	MSRB1

	RPL3L

	NDUFB10

Q9UNH7	SNX6

	RPS2

	RNF151

	TBL3

	SNX6

	NOXO1

	GFER

	TRAJ53

Q8WVE0	EEF1AKMT1

	SYNGR3

	TRAJ45

	NPW

	TRAJ52

	ZNF598

Q9NRM7	LATS2

	NELFCD

Q8IXH7	NELFCD

Q9Y5P8	PPP2R3B

Q9P2K2	TXNDC16

	TXNDC16

A0JD37	TRDV3

O95427	PIGN

Q9H4B7	TUBB1

Q13258	PTGDR

P51817	PRKX

P56381	ATP5F1E

Q5H9T9	FSCB

Q9BYH1	SEZ6L

Q9HC77	CENPJ

Q9H322	VCX2

Q9Y3B1	PRELID3B

	PRELID3B

	CENPJ

P43026	GDF5

Q6UWI4	SHISA2

	SEZ6L

P62333	PSMC6

	CMC2

Q96LM9	C20orf173

	C20orf173

P26951	IL3RA

	PSMC6

Q86VZ1	P2RY8

	CENPN

O76083	PDE9A

Q8WXD0	RXFP2

Q96S96	PEBP4

	ATMIN

Q9BW83	IFT27

P12236	SLC25A6

	PEBP4

	IFT27

	C16orf46

	GCSH

Q99217	AMELX

	PKD1L2

	TRAJ57

Q701N4	KRTAP5-2

Q6L8H2	KRTAP5-3

Q6L8H4	KRTAP5-1

Q701N2	KRTAP5-5

Q13202	DUSP8

Q96EN8	MOCOS

	IGHD1OR15-1A

P46597	ASMT

	IGHD5OR15-5A

Q8N3F9	GPR137C

P01127	PDGFB

	GPR137C

	PDGFB

O00451	GFRA2

	GFRA2

	PCNX4

O15442	MPPED1

Q63HM2	PCNX4

	MPPED1

Q8TDF5	NETO1

	NETO1

Q9NTZ6	RBM12

	RBM12

	FRY

Q8N6M3	FITM2

Q8N5I4	DHRSX

Q5TBA9	FRY

Q96EU7	C1GALT1C1

P0C2W7	CT47B1

Q5JQC4	CT47A6

	CT47A5

Q5JQC4	CT47A4

Q13796	SHROOM2

	CT47A3

	CT47A2

Q9BTX7	TTPAL

Q5JQC4	CT47A1

	SHROOM2

	IGHD2OR15-2A

P49448	GLUD2

	TTPAL

	IGHV1OR15-1

Q15475	SIX1

	SIX1

Q9HBI0	PARVG

	PARVG

	SERINC3

Q13530	SERINC3

	LRRC56

	OR4M2-OT1

P23352	ANOS1

	PHRF1

Q9P1Y6	PHRF1

Q8IXW0	LMNTD2

	LMNTD2

Q9NTI5	PDS5B

	CNDP2

P13489	RNH1

Q8N7Z2	GOLGA6L1

Q96QB1	DLC1

Q13323	BIK

	RNH1

	PDS5B

O95671	ASMTL

P21917	DRD4

	DEAF1

	IGHD5OR15-5B

Q9Y2B9	PKIG

O95922	TTLL1

Q5TAP6	UTP14C

	PKIG

	IRF7

Q92985	IRF7

Q96KP4	CNDP2

A0PJX2	TLDC2

Q8IZU0	FAM9B

	TLDC2

P01112	HRAS

Q9NX31	OSER1

Q96LD1	SGCZ

	HRAS

	SGCZ

Q16537	PPP2R5E

	RASSF7

Q9BR39	JPH2

Q02833	RASSF7

	CDHR5

	SRSF6

	IGHV3OR15-7

P53701	HCCS

P09683	SCT

Q13247	SRSF6

	PTDSS2

Q9NTG1	PKDREJ

	IGHD2OR15-2B

Q9Y366	IFT52

Q8WUJ0	STYX

A8MZA4	GOLGA6L6

Q8N0W4	NLGN4X

Q9UIV1	CNOT7

	CNOT7

	NLGN4X

Q9UL03	INTS6

Q96EM0	L3HYPDH

P10244	MYBL2

P57059	SIK1

	L3HYPDH

Q9H1H1	GTSF1L

Q5W186	CST9

	SIK1

	INTS6

Q96KN2	CNDP1

Q8IZU1	FAM9A

	C14orf39

Q6NXT1	ANKRD54

O00241	SIRPB1

	CNDP1

Q06889	EGR3

	ANKRD54

	SIRPB1

	EGR3

Q8N1H7	C14orf39

Q5TFQ8	SIRPB1

O75031	HSF2BP

	HSF2BP

P57053	H2BC12L

Q9NRC9	OTOR

Q9BYN0	SRXN1

Q9GZX9	TWSG1

	CASP12

P30536	TSPO

	TSPO

	TWSG1

Q8TEA8	DTD1

	DTD1

Q9HAK2	EBF2

	EBF2

Q9H2K0	MTIF3

O95475	SIX6

Q6PKX4	DOK6

	DOK6

P78539	SRPX

Q9UJW3	DNMT3L

	ERICH1

Q9UIU6	SIX4

Q6NSX1	CCDC70

Q14330	GPR18

	DNMT3L

	SIX4

	OSBPL2

Q86X53	ERICH1

Q7Z6W7	DNAJB7

P30550	GRPR

	KIAA1328

Q5JR59	MTUS2

Q8NDZ0	BEND2

O43918	AIRE

Q86T90	KIAA1328

	ZYX

Q9BQJ4	TMEM47

Q15942	ZYX

Q8NEZ2	VPS37A

	VPS37A

Q9HBE1	PATZ1

Q8N239	KLHL34

P21709	EPHA1

P35813	PPM1A

Q9Y275	TNFSF13B

	PPM1A

P59551	TAS2R60

P59536	TAS2R41

Q96LL4	C8orf48

	OR10AC1

A4D2H0	CTAGE15

Q86UF2	CTAGE6

	IQSEC3

Q9UPP2	IQSEC3

O95006	OR2F2

Q13607	OR2F1

Q3SXP7	SHISAL1

Q02040	AKAP17A

O95007	OR6B1

	TCAF2

P52823	STC1

P0C221	CCDC175

Q9UHP9	SMPX

	PFKL

	CCDC175

Q9Y252	RNF6

Q9NQH7	XPNPEP3

Q9UPQ4	TRIM35

	TRIM35

	XPNPEP3

Q9Y394	DHRS7

	DHRS7

Q9BXY0	MAK16

	MAK16

Q9ULT6	ZNRF3

Q9H1P3	OSBPL2

P17858	PFKL

	PACSIN2

Q9NTI2	ATP8A2

	ATP8A2

Q9H3Y0	R3HDML

O75928	PIAS2

Q05996	ZP2

	PIAS2

Q9H426	RIMS4

Q8N8V4	ANKS4B

O43822	CFAP410

Q6NT76	HMBOX1

	NPIPB5

	HMBOX1

Q9NVU0	POLR3E

	EEF2K

	MOSMO

Q8IXQ8	PDZD9

Q9BYJ9	YTHDF1

	NPIPB4

	YTHDF1

Q9BY71	LRRC3

	METTL9

O95976	IGSF6

	SACS

Q96RV3	PCNX1

	HDHD2

Q8WU66	TSPEAR

Q96CA5	BIRC7

Q9NZJ4	SACS

	BIRC7

	PCNX1

Q9H0R4	HDHD2

	TSPEAR

	NKAIN4

Q9UNF0	PACSIN2

Q86YW7	GPHB5

Q8IVV8	NKAIN4

Q6P4F1	FUT10

P60331	KRTAP10-1

P60368	KRTAP10-2

P60369	KRTAP10-3

P60370	KRTAP10-5

P60371	KRTAP10-6

P60409	KRTAP10-7

P60410	KRTAP10-8

P60014	KRTAP10-10

P60412	KRTAP10-11

P60329	KRTAP12-4

P60328	KRTAP12-3

	TEX29

P59991	KRTAP12-2

P59990	KRTAP12-1

Q8N6K0	TEX29

Q96CX2	KCTD12

Q9Y5U9	IER3IP1

	IER3IP1

Q2VWA4	SKOR2

P51948	MNAT1

P60604	UBE2G2

	MNAT1

	FOXO6

O75503	CLN5

	CLN5

P02810	PRH2

Q9NQR7	CCDC177

P59541	TAS2R30

P59542	TAS2R19

Q9NYW2	TAS2R8

Q9NYW3	TAS2R7

	UBE2G2

P59544	TAS2R50

P59537	TAS2R43

Q9NYV8	TAS2R14

O75679	RFPL3

Q9NYW1	TAS2R9

	TGIF1

Q4W4Y0	C14orf28

P59538	TAS2R31

Q9NYV9	TAS2R13

P59540	TAS2R46

	C14orf28

P59543	TAS2R20

Q15583	TGIF1

Q16378	PRR4

	PTTG1IP

	PRR4

Q6UXZ4	UNC5D

	UNC5D

Q9UKT7	FBXL3

	FBXL3

P53801	PTTG1IP

Q9NYW0	TAS2R10

	CNKSR2

Q8N6T3	ARFGAP1

Q9Y2P8	RCL1

	RCL1

	IGHD4OR15-4B

A8MV23	SERPINE3

	SERPINE3

Q9Y3I0	RTCB

	PTCHD3

Q8WV16	DCAF4

	DCAF4

	IGHV1OR15-9

	KIAA2026

	YWHAH

Q04917	YWHAH

Q5HYC2	KIAA2026

	IGHD3OR15-3A

P46778	RPL21

	RPL21

Q6ICH7	ASPHD2

Q5VZV1	METTL21C

P21757	MSR1

Q8N695	SLC5A8

Q32M45	ANO4

	MSR1

	ARFGAP1

Q9Y2G5	POFUT2

	ERCC5

Q9UH36	SRRD

Q92750	TAF4B

	POFUT2

	TAF4B

Q9NXG0	CNTLN

Q13794	PMAIP1

Q68D42	TMEM215

O60518	RANBP6

	RANBP6

P05015	IFNA16

Q5T0T0	MARCHF8

Q9UBB9	TFIP11

	MARCHF8

	ZFYVE19

Q9P055	JKAMP

Q5VZB9	DMRTA1

Q96K21	ZFYVE19

Q8NGR1	OR13A1

P28715	ERCC5

P09917	ALOX5

	ALOX5

	JKAMP

	TFIP11

Q12908	SLC10A2

Q86SJ6	DSG4

	IL17D

Q8WXI2	CNKSR2

Q8TAD2	IL17D

	RHOJ

Q9BVM4	GGACT

	GGACT

P43681	CHRNA4

	IGHD1OR15-1B

Q9H4E5	RHOJ

P53674	CRYBB1

	CHRNA4

O94991	SLITRK5

Q7Z4H7	HAUS6

	HAUS6

P32926	DSG3

	DPYSL2

Q96LC9	BMF

Q8WXH5	SOCS4

P53673	CRYBA4

Q16555	DPYSL2

	BMF

	TTR

Q9BXI9	C1QTNF6

P02766	TTR

Q9NPJ1	MKKS

	C1QTNF6

P57721	PCBP3

	MKKS

Q2TAY7	SMU1

Q8NCM2	KCNH5

P32745	SSTR3

	ATP11A

P00480	OTC

Q96J94	PIWIL1

P98196	ATP11A

Q9H3Y8	PPDPF

	PPDPF

	OTC

	PIWIL1

	PCBP3

Q13882	PTK6

	FNDC11

Q9BVV2	FNDC11

Q92537	SUSD6

	CDH2

Q9NS75	CYSLTR2

Q9NUG6	PDRG1

	CYSLTR2

Q9NYZ2	SLC25A37

	SLC25A37

Q5GH72	XKR7

Q96P68	OXGR1

Q8TDW5	SYTL5

Q04671	OCA2

	OCA2

Q96T53	MBOAT4

Q9NUG4	CCM2L

Q7Z4G1	COMMD6

	DLG5

	LINC02203

	DOCK5

Q8TDM6	DLG5

Q6ZMV5	PPP4R3C

Q9UPG8	PLAGL2

	COMMD6

Q9H7D0	DOCK5

Q8NBC4	C20orf203

Q9H6Z9	EGLN3

	EGLN3

Q15691	MAPRE1

H3BUK9	POTEB2

Q9NS62	THSD1

P19022	CDH2

O75475	PSIP1

Q9UNN8	PROCR

	PROCR

Q969W0	SPTSSA

	PSIP1

A0A0U1RRL7	MMP24OS

Q7L8W6	DPH6

	DPH6

P01100	FOS

	FOS

Q8IU80	TMPRSS6

Q86VN1	VPS36

A8K5M9	C15orf62

	TMPRSS6

	VPS36

Q9Y5R2	MMP24

Q9BQN1	FAM83C

	RPL17-C18orf32

	TMPRSS2

	CKAP2

O15393	TMPRSS2

Q7Z699	SPRED1

A6NEE1	PLEKHD1

	SPRED1

P78324	SIRPA

O95214	LEPROTL1

	LEPROTL1

Q8WWK9	CKAP2

	LIPG

P35348	ADRA1A

Q68DA7	FMN1

	ADRA1A

Q9Y5X9	LIPG

	FMN1

	DYM

Q7RTS9	DYM

Q9BV47	DUSP26

	DUSP26

P20591	MX1

	IGHD3OR15-3B

Q99801	NKX3-1

	OOSP1

Q69YQ0	SPECC1L

	SPECC1L

A0A2R8YFL7	OOSP4A

A0A2R8Y4Y8	OOSP4B

Q86WS3	OOSP2

	OOSP2

Q99928	GABRG3

	MS4A3

	GABRG3

Q14767	LTBP2

Q9Y2Z0	SUGT1

	DSN1

	LTBP2

	MX1

	SPECC1L-ADORA2A

Q5U5Q3	MEX3C

Q7Z2E3	APTX

	MEX3C

Q9H410	DSN1

Q32P51	HNRNPA1L2

Q9Y4K0	LOXL2

	ADORA2A

	LOXL2

P59103	DAOA

P29274	ADORA2A

	DAOA

Q86U28	ISCA2

	ISCA2

	APTX

Q86UZ6	ZBTB46

	ZBTB46

O95409	ZIC2

Q8WYK2	JDP2

	JDP2

Q9Y2E8	SLC9A8

	MX2

Q96T25	ZIC5

P20592	MX2

	UPB1

Q2VWP7	PRTG

	PRTG

Q8N448	LNX2

Q9UIJ5	ZDHHC2

Q9H4S2	GSX1

	ZDHHC2

P52945	PDX1

	GDAP1L1

Q9UBR1	UPB1

	POLR1D

Q96MZ0	GDAP1L1

O95447	LCA5L

Q96MG8	PCMTD1

P62318	SNRPD3

P0DPB5	POLR1D

	PCMTD1

P0DPB6	POLR1D

Q53GA4	PHLDA2

P49589	CARS1

	CARS1

P49917	LIG4

	LRRC75B

	LIG4

Q2VPJ9	LRRC75B

	RAD51

	KCNQ1

Q9NZR4	VSX1

Q99733	NAP1L4

	NAP1L4

P24844	MYL9

	LCA5L

Q06609	RAD51

O60238	BNIP3L

Q8N0X4	CLYBL

	BNIP3L

Q9GZN2	TGIF2

	GRK1

	CDKN1C

	TGIF2

	CLYBL

Q9P0W8	SPATA7

	GGT1

	SLC22A18

	TGIF2-RAB5IF

	SPATA7

Q9H6Q3	SLA2

Q9BYN8	MRPS26

	GOLM2

P01178	OXT

Q6P4E1	GOLM2

O95965	ITGBL1

P01185	AVP

	ITGBL1

	ATP5PF

O94941	UBOX5

	UBOX5

Q6TFL3	CCDC171

P18859	ATP5PF

	CCDC171

Q96HY6	DDRGK1

Q9H0A9	SPATC1L

Q9NQT8	KIF13B

	DDRGK1

Q9Y4F4	TOGARAM1

	KIF13B

	TOGARAM1

	AP2A2

Q9H0R1	AP5M1

	AP5M1

P19440	GGT1

Q96PU4	UHRF2

Q6S5L8	SHC4

	MUC6

	SHC4

O00399	DCTN6

	TMEM63C

	DCTN6

Q9BY32	ITPA

	UHRF2

P41134	ID1

Q9P1W3	TMEM63C

	APH1B

Q96KJ9	COX4I2

	SLC35F4

A4IF30	SLC35F4

Q8WW43	APH1B

Q7Z5A7	TAFA5

	TAFA5

Q99962	SH3GL2

P01567	IFNA7

P63151	PPP2R2A

P48449	LSS

Q8IV03	LURAP1L

	LSS

P12644	BMP4

	BMP4

	PPP2R2A

P28482	MAPK1

Q6L8G9	KRTAP5-6

Q8IZP9	ADGRG2

Q6L8H1	KRTAP5-4

	IFITM10

	TRAJ50

	TMEM179

Q6ZVK1	TMEM179

Q8N912	C14orf180

	C14orf180

Q9ULW0	TPX2

	FTCD

Q7Z6J6	FRMD5

	FRMD5

Q9H1R3	MYLK2

Q9Y5P3	RAI2

Q12986	NFX1

	RAI2

O43638	FOXS1

Q07817	BCL2L1

	SUPT20H

Q13243	SRSF5

	BCL2L1

	ENTPD4

O95954	FTCD

	SRSF5

P50747	HLCS

	NAALAD2

Q9Y3Q0	NAALAD2

	HLCS

Q9UHD1	CHORDC1

	ELAVL2

	CHORDC1

Q05D32	CTDSPL2

	CTDSPL2

Q9Y227	ENTPD4

	KIZ

P15382	KCNE1

Q12926	ELAVL2

Q2M2Z5	KIZ

Q8NEM7	SUPT20H

Q9NRF8	CTPS2

	CTPS2

P29377	S100G

	AKR1C3

O75409	H2AP

Q86XR5	PRIMA1

	IFI27

P40305	IFI27

O95067	CCNB2

O75695	RP2

Q9BRP0	OVOL2

	CCNB2

P42330	AKR1C3

	PPP4R4

Q9BYZ2	LDHAL6B

Q6NUP7	PPP4R4

Q96BY2	MOAP1

Q9BQP7	MGME1

	MGME1

Q8N6I4	LYSET

	SERPINA6

P08185	SERPINA6

Q9UBQ7	GRHPR

O43462	MBTPS2

Q13615	MTMR3

	BTBD7

	MBTPS2

	COPS2

Q9P203	BTBD7

	MTMR3

A8MXT2	MAGEB17

Q6UWS5	PET117

Q96BM0	IFI27L1

A6NHL2	TUBAL3

	IFI27L1

P12109	COL6A1

Q9NS39	ADARB2

Q9UJQ1	LAMP5

	GRHPR

Q8NA70	FAM47B

A0A1B0GVH6	C13orf42

	MUC2

Q9P2D8	UNC79

	COL6A1

	ADARB2

	UNC79

	OLIG2

	NBEA

Q9BYC5	FUT8

Q13516	OLIG2

	FUT8

Q8NFP9	NBEA

Q8TAK6	OLIG1

	PSMF1

Q9UQR0	SCML2

	OLIG1

Q9UK55	SERPINA10

Q92530	PSMF1

	SERPINA10

	SCML2

Q8N806	UBR7

	UBR7

Q969E3	UCN3

Q07654	TFF3

Q96Q27	ASB2

	TFF3

	ASB2

Q14159	SPIDR

Q969E8	TSR2

Q99612	KLF6

	SPIDR

	SNPH

Q13572	ITPK1

	ITPK1

O15079	SNPH

Q5JST6	EFHC2

Q86YR6	POTED

Q96DC9	OTUB2

P61201	COPS2

Q8N9Y4	FAM181A

	POTED

	FAM181A

Q7Z4L0	COX8C

Q9H2X8	IFI27L2

	IFI27L2

P10645	CHGA

	CHGA

Q96T68	SETDB2

Q9GZR7	DDX24

	DDX24

Q9BXV9	GON7

Q9H190	SDCBP2

	GON7

Q96HE7	ERO1A

	SERPINA2

Q9Y6H3	ATP23

P20848	SERPINA2

	ATP23

O43541	SMAD6

	SERPINA1

	SMAD6

	ERO1A

P36542	ATP5F1C

	SIRPB2

Q5JXA9	SIRPB2

	NAA30

Q147X3	NAA30

Q86T13	CLEC14A

	SIRPD

Q9H106	SIRPD

Q9UIL8	PHF11

	PHF11

Q8IUG5	MYO18B

Q969T3	SNX21

Q5DID0	UMODL1

Q9BX84	TRPM6

	SNX21

O60244	MED14

	MED14

	TRPM6

	RAB40C

	MYO18B

Q9NS84	CHST7

Q96MP5	ZSWIM3

Q96S21	RAB40C

	UMODL1

A6NNY8	USP27X

Q8NDN9	RCBTB1

P0CG21	NHLRC4

Q9NWH9	SLTM

	SLTM

Q8IX90	SKA3

	CYFIP1

	SKA3

	SGSM3

Q9BQC6	MRPL57

	TUBGCP5

P55058	PLTP

P19823	ITIH2

Q8IYU8	MICU2

P51795	CLCN5

	MICU2

	ITIH2

	CLCN5

	SECISBP2L

Q9H4Z3	PCIF1

	PCIF1

Q96HU1	SGSM3

P31371	FGF9

Q86TM3	DDX53

	TAS2R20

Q9BQI4	CCDC3

	TAS2R30

Q9H4Z2	ZNF335

	PRB1

	ALG5

Q96LZ2	MAGEB10

	TAS2R19

	PRB3

	ICE1

	TAS2R42

P14780	MMP9

Q6UXX5	ITIH6

	TAS2R31

	PRB4

Q9Y2F5	ICE1

Q96NR3	PTCHD1

	TAS2R43

	PTCHD1

O60870	KIN

	PRH1

Q9Y673	ALG5

	KIN

Q93073	SECISBP2L

Q96A49	SYAP1

P62942	FKBP1A

	TAS2R46

	FKBP1A

Q9UHP3	USP25

Q8N6N7	ACBD7

Q96EF0	MTMR8

	USP25

P78345	RPP38

	RPP38

	ADAMTS16

Q8IUC2	KRTAP8-1

Q8IUC3	KRTAP7-1

Q8TE57	ADAMTS16

Q8IUC1	KRTAP11-1

Q3LI54	KRTAP19-8

Q9P0J6	MRPL36

	MRPL36

Q9Y6X9	MORC2

	SOD1

	MORC2

P00441	SOD1

	DOP1B

	ITIH5

Q14CZ7	FASTKD3

Q08357	SLC20A2

Q8NBS3	SLC4A11

	EXOSC8

Q9NP50	SINHCAF

	SLC20A2

Q15751	HERC1

	FASTKD3

	SINHCAF

	SLC4A11

	HERC1

	GOLGA6L22

	DGCR6

Q96B26	EXOSC8

Q14129	DGCR6

	FAM234A

Q9H0X4	FAM234A

	SKOR1

P84550	SKOR1

Q9H788	SH2D4A

Q9Y3R5	DOP1B

Q02548	PAX5

	SH2D4A

Q9P2Z0	THAP10

P56556	NDUFA6

	THAP10

	NDUFA6

	PAX5

M5A8F1	ERVH48-1

Q99853	FOXB1

Q8TC92	ENOX1

Q6XZB0	LIPI

	LIPI

P22897	MRC1

P60411	KRTAP10-9

O76039	CDKL5

P30047	GCHFR

	GCHFR

Q5T0U0	CCDC122

Q08462	ADCY2

	CDKL5

	CCDC122

	ADCY2

Q9UL42	PNMA2

Q8IV20	LACC1

	LACC1

Q96G61	NUDT11

A6NNE9	MARCHF11

	MARCHF11

P49758	RGS6

O15169	AXIN1

P11279	LAMP1

Q9Y3A4	RRP7A

	AXIN1

	RRP7A

Q6ZTR5	CFAP47

Q96P71	NECAB3

	RGS6

O96015	DNAL4

	DNAL4

Q5TC63	GRTP1

	GRTP1

O95502	NPTXR

O43570	CA12

	ENTREP2

	CA12

O60494	CUBN

	APBA2

	DCUN1D2

	DNAH10

	CFAP47

Q99767	APBA2

	CUBN

O95503	CBX6

	CBX6

A0A1B0GV22	FAM236B

P78413	IRX4

Q16825	PTPN21

P07948	LYN

P50148	GNAQ

Q53HC0	CCDC92

Q6PH85	DCUN1D2

	HERC2

	PTPN21

	GNAQ

	CCDC92

	NECAB3

Q00604	NDP

	IRX4

	LYN

O15391	YY2

Q08AF8	GOLGA8G

	DYNLT3

Q9BQM9	C20orf144

P51808	DYNLT3

A6NDD5	SYNDIG1L

	SYNDIG1L

Q96MG7	NSMCE3

Q9UH17	APOBEC3B

	CHRFAM7A

	ARHGAP11B

Q01094	E2F1

Q6P4F7	ARHGAP11A

	APOBEC3B

Q6UWJ1	TMCO3

	TRPM1

	TMCO3

Q9H3N1	TMX1

P00352	ALDH1A1

	ALDH1A1

	TMX1

Q5JQC9	AKAP4

Q07157	TJP1

	TRDMT1

	TJP1

Q9NRW3	APOBEC3C

Q9Y6I8	PXMP4

	APOBEC3C

	PXMP4

A6NMD2	GOLGA8J

	AKAP4

O60565	GREM1

P36544	CHRNA7

Q9Y2M0	FAN1

Q96MD7	C9orf85

P05408	SCG5

Q9NXD2	MTMR10

Q8IUX4	APOBEC3F

	MTMR10

Q9Y2Y9	KLF13

	KLF13

Q9H444	CHMP4B

	C9orf85

Q13591	SEMA5A

Q12965	MYO1E

	MYO1E

	SEMA5A

O14717	TRDMT1

Q14186	TFDP1

P27338	MAOB

	TFDP1

Q9C0C6	CIPC

P56537	EIF6

	ADPRHL1

	CIPC

	BUB1B-PAK6

	EIF6

Q9HC16	APOBEC3G

	MINDY3

Q99758	ABCA3

	ABCA3

Q9HAS3	SLC28A3

Q8NDY3	ADPRHL1

Q5VYV0	FOXB2

Q5T200	ZC3H13

	VSIG4

