Entry	PROSITE
A0A0C4DH33	PS50835;
A0A0C4DH34	PS50835;
A0A0C4DH35	PS50835;
A0A0C4DH36	PS50835;
A0A0C4DH38	PS50835;
A0A0C4DH39	PS50835;
A0A0C4DH41	PS50835;
A0A0C4DH42	PS50835;
A0A0C4DH43	PS50835;
A0A0C4DH55	PS50835;
A0A0C4DH59	PS50835;
A0A0C4DH67	PS50835;
A0A0C4DH68	PS50835;
A0A0C4DH69	PS50835;
A0A0C4DH72	PS50835;
A0A0C4DH73	PS50835;
A0A0G2JMI3	PS50835;
A0A0G2JS06	PS50835;
A0A0J9YVY3	PS50835;
A0A0J9YX35	PS50835;
A0A0J9YX75	PS50835;
A0A0J9YXX1	PS50835;
A0A0J9YXY3	PS50835;
A0A0K0K1A3	PS50835;
A0A0K0K1B3	PS50835;
A0A0K0K1C0	PS50835;
A0A0K0K1C4	PS50835;
A0A0K0K1D8	PS50835;
A0A0K0K1E9	PS50835;
A0A0K0K1G6	PS50835;
A0A0K0K1G8	PS50835;
A0A0U1RQF7	
A0A0U1RRN3	
A0A1B0GTK4	
A0A1B0GUS4	PS00183;PS50127;
A0A1B0GVD1	
A0A1B0GX31	PS50835;
A0A1B0GX49	PS50835;
A0A1B0GX51	PS50835;
A0A1B0GX56	PS50835;
A0A1B0GX68	PS50835;
A0A1B0GX78	PS50835;
A0A1B0GX95	PS50835;
A0A1B0GXF2	PS50835;
A0A1W2PPD8	PS51184;PS51183;
A0A1W2PPM1	PS50071;
A0A1W2PQD8	
A0A1W2PR19	PS50405;PS50404;
A0A1W2PR82	
A0A2R8Y619	PS00357;
A0A2Z4LIS9	PS50039;
A0A3B3IS91	
A0A3B3IT33	PS50188;PS50119;PS50089;
A0A455ZAR2	
A0A494C1R9	
A0A539	PS50835;
A0A576	PS50835;
A0A577	PS50835;
A0A578	PS50835;
A0A584	
A0A589	PS50835;
A0A590UK83	
A0A597	PS50835;
A0A599	PS50835;
A0A5A2	PS50835;
A0A5A6	
A0A5B0	PS50835;
A0A5B6	PS50835;
A0A5B7	PS50835;
A0A7L8Y648	
A0A804HLA8	PS50058;
A0AUZ9	
A0AVI2	PS50004;
A0JD32	PS50835;
A0JD36	PS50835;
A0JD37	PS50835;
A0PJE2	
A0PJX4	
A0ZSE6	
A1A4F0	
A1A4V9	
A1A580	
A1L168	
A1L1A6	PS50835;
A1L3X4	
A1L453	PS50240;PS00134;PS00135;
A2A3N6	PS51455;PS50234;
A2AJT9	
A2CJ06	PS01357;PS50135;
A2NJV5	PS50835;
A2RRH5	PS50082;PS50294;
A2RRL7	
A2RTY3	
A2RU48	
A2RU54	PS00027;PS50071;
A2RUR9	
A2RUU4	PS51342;
A2VCK2	PS50309;
A3KFT3	PS00237;PS50262;
A4D0V7	
A4D1E1	PS00028;
A4D1S0	PS50041;
A4D1U4	PS50211;
A4D2G3	PS00237;PS50262;
A4D2H0	
A4D2P6	PS51444;PS50106;
A4QMS7	
A4QPH2	PS00916;PS50290;
A5PL33	
A5PLK6	
A5PLN7	
A6H8M9	PS00232;PS50268;
A6NC42	
A6NC78	
A6NC86	
A6NCC3	
A6NCI4	PS50234;
A6NCK2	PS50188;PS50119;PS00518;PS50089;
A6NCL1	
A6NCN2	PS51842;
A6NCV1	PS00237;PS50262;
A6NCW7	PS50235;
A6NDD5	
A6NDH6	PS00237;PS50262;
A6NDI0	PS50188;PS50119;PS50089;
A6NDL8	PS00237;PS50262;
A6NDN3	
A6NDR6	PS50071;
A6NDS4	PS50086;
A6NDX5	PS50805;PS00028;PS50157;
A6NDY0	PS50102;
A6NE52	PS00678;PS50082;PS50294;
A6NEC2	PS00142;
A6NEL2	PS50297;PS50088;
A6NER0	PS50086;
A6NES4	
A6NET4	PS50262;
A6NF34	PS50234;
A6NF89	PS00237;PS50262;
A6NFC5	
A6NFC9	PS50262;
A6NFI3	PS50805;PS00028;PS50157;
A6NFQ7	PS00027;PS50071;
A6NFT4	
A6NG13	
A6NGD5	PS50804;PS00028;PS50157;
A6NGE7	
A6NGJ6	PS50188;PS50119;PS00518;PS50089;
A6NH21	
A6NH52	
A6NH57	PS51417;
A6NHA9	PS50262;
A6NHG9	PS00237;PS50262;
A6NHJ4	PS50805;PS00028;PS50157;
A6NHM9	PS50836;
A6NHS7	PS50986;
A6NI03	PS50188;PS50119;PS00518;PS50089;
A6NI72	PS50195;PS50002;
A6NIE9	PS50240;PS00134;PS00135;
A6NIJ9	PS00237;PS50262;
A6NIM6	
A6NIR3	PS50297;PS50088;PS50115;PS50003;
A6NIZ1	PS51421;
A6NJG6	PS00027;PS50071;
A6NJL1	PS50804;PS00028;PS50157;
A6NJV1	
A6NJW4	PS51450;
A6NJW9	PS50835;
A6NJY4	
A6NJZ3	PS00237;PS50262;
A6NJZ7	PS50853;PS50002;
A6NK02	PS50188;PS50119;PS00518;PS50089;
A6NK53	PS50805;PS00028;PS50157;
A6NK59	PS50297;PS50088;PS50225;
A6NK75	PS50805;PS00028;PS50157;
A6NKD2	
A6NKD9	
A6NKF2	PS51011;PS51486;
A6NKG5	
A6NKK0	PS00237;PS50262;
A6NKQ9	PS00261;PS00689;
A6NKT7	PS50913;PS50196;PS50005;PS50293;
A6NL08	PS00237;PS50262;
A6NL26	PS00237;PS50262;
A6NL82	
A6NL99	
A6NLI5	PS50188;PS50119;PS00518;PS50089;
A6NLP5	PS50005;PS50293;
A6NLW8	PS50071;
A6NM03	PS50262;
A6NM10	
A6NM11	PS51450;
A6NM28	PS50805;PS00028;PS50157;
A6NM43	
A6NM45	PS01346;
A6NM76	PS50262;
A6NMS3	PS00237;PS50262;
A6NMS7	PS51450;
A6NMT0	PS00027;PS50071;
A6NMU1	PS00237;PS50262;
A6NMX2	PS00813;
A6NMZ5	PS50262;
A6NN14	PS50805;PS00028;PS50157;
A6NN73	
A6NN92	
A6NNF4	PS50805;PS00028;PS50157;
A6NNM3	PS50853;PS50002;
A6NNP5	
A6NP11	PS50805;PS00028;PS50157;
A6NP61	
A6PVL3	
A6PVS8	PS50096;PS51450;
A6QL64	PS50297;PS50088;
A7E2U8	
A8K0R7	PS50157;
A8K0S8	PS50071;
A8K5M9	
A8MPS7	
A8MPX8	PS51746;
A8MT70	
A8MTI9	PS50240;
A8MTL9	
A8MTY7	
A8MUH7	PS50106;
A8MUM7	PS51304;
A8MUV8	PS50805;PS00028;PS50157;
A8MV23	PS00284;
A8MVA2	
A8MVS5	
A8MVU1	PS50195;PS50002;
A8MVW0	
A8MVZ5	PS50835;
A8MWA4	PS50805;PS00028;PS50157;
A8MWD9	PS52002;
A8MWK0	PS50255;
A8MX76	PS50203;PS00018;PS50222;PS00139;
A8MXE2	
A8MXU0	
A8MXY4	PS50805;PS00028;PS50157;
A8MXZ3	
A8MYV0	PS50309;
A8MYZ6	PS00658;PS50039;
A8MZ26	PS50222;
B1AJZ9	PS50006;
B1AKI9	PS50856;PS50092;
B1APH4	PS50805;PS00028;PS50157;
B2CW77	
B2RC85	
B2RN74	PS50262;
B2RPK0	PS50118;
B2RXH4	PS50097;
B3SHH9	
B4DU55	PS50805;PS00028;PS50157;
B4DYI2	
B5ME19	PS50250;
B7Z8K6	
B7ZAP0	
B7ZC32	PS50067;
B9A064	PS50835;PS00290;
B9EJG8	
C0HLV8	
C0HLZ6	
C0HM01	
C0HM83	
C9J069	
C9J1S8	PS50188;PS50119;PS50089;
C9J2P7	PS00972;PS00973;PS50235;
C9J798	PS50004;PS50003;PS00509;PS50018;PS51113;
C9JCN9	
C9JDP6	
C9JH25	
C9JJH3	PS00972;PS00973;PS50235;
C9JLJ4	PS00972;PS00973;PS50235;
C9JLR9	
C9JPN9	PS00972;PS00973;PS50235;
C9JQL5	
C9JSJ3	PS50888;PS50118;
C9JUS6	
C9JVI0	PS00972;PS00973;PS50235;
C9JXX5	
D6R901	PS00972;PS00973;PS50235;
D6R9N7	PS00972;PS00973;PS50235;
D6RA61	PS00972;PS00973;PS50235;
D6RBQ6	PS00972;PS00973;PS50235;
D6RCP7	PS00972;PS00973;PS50235;
D6RIA3	
D6RJB6	PS00972;PS00973;PS50235;
E2RYF6	
E2RYF7	
E7ETH6	PS50805;PS00028;PS50157;
E9PB15	PS51203;
E9PQ53	
F7VJQ1	
F8VTS6	PS50188;PS50089;
G3V0H7	PS51465;PS50850;
G5E9R7	
H3BQB6	PS51663;
H3BRN8	
H3BSY2	
I0J062	
I1YAP6	PS50188;PS50119;PS00518;PS50089;
I3L273	
I3L3R5	
L0R819	
O00110	PS00028;PS50157;
O00479	PS00355;
O00634	PS00022;PS01248;PS50027;PS51117;PS50189;
O14498	PS50835;PS51450;
O14562	PS00299;PS50053;
O14581	PS00237;PS50262;
O14598	
O14604	PS00500;
O14715	PS50913;PS50196;PS50005;PS50293;
O14921	PS50132;
O14990	
O15037	
O15050	PS50297;PS50293;
O15255	
O15442	
O15482	
O43246	
O43325	
O43361	PS50805;PS00028;PS50157;
O43423	PS51450;
O43824	PS51705;
O43869	PS00237;PS50262;
O60224	PS50806;
O60268	
O60287	
O60290	PS50805;
O60309	PS51450;
O60320	
O60347	PS50086;
O60361	PS00469;
O60403	PS50262;
O60404	PS50262;
O60431	PS00237;PS50262;
O60518	
O60637	PS00421;
O60732	PS50838;
O60739	PS50296;
O75290	PS50805;PS00028;PS50157;
O75333	PS01283;PS01264;PS50252;
O75373	PS50805;PS00028;PS50157;
O75426	PS50181;PS50012;
O75467	PS50805;PS00028;PS50157;
O75474	
O75526	PS50102;
O75794	
O75949	
O75954	PS00421;
O76000	PS00237;PS50262;
O76038	PS00018;PS50222;
O76087	
O76100	PS00237;PS50262;
O94819	PS50097;
O94952	
O95006	PS00237;PS50262;
O95013	PS00237;PS50262;
O95081	PS50115;
O95156	
O95157	
O95158	
O95170	PS00678;PS50082;PS50294;
O95221	PS50262;
O95424	
O95478	
O95502	PS51828;
O95521	
O95744	
O95800	PS50262;
O95825	
O95857	
O95969	PS51311;
O96001	
P01737	PS50835;
P03986	PS50835;
P09131	
P0C025	PS51462;
P0C091	PS51854;
P0C0P6	
P0C5J1	
P0C5Y4	
P0C604	PS50262;
P0C623	PS00237;PS50262;
P0C626	PS00237;PS50262;
P0C628	PS00237;PS50262;
P0C629	PS50262;
P0C646	PS00237;PS50262;
P0C6A0	PS50114;
P0C6S8	PS50835;PS51450;
P0C7A2	
P0C7H9	PS00973;PS50235;
P0C7I0	PS00972;PS50235;
P0C7N1	PS00237;PS50262;
P0C7N5	PS00237;PS50262;
P0C7P4	PS51296;
P0C7Q2	
P0C7Q6	
P0C7T2	PS00237;PS50262;
P0C7T3	PS50262;
P0C7T4	
P0C7U1	
P0C7V7	PS00501;PS00761;
P0C7X1	PS50086;
P0C851	
P0C860	PS51640;
P0CB33	PS50805;PS00028;PS50157;
P0CB38	PS50102;
P0CF51	PS50835;
P0CG00	PS50804;PS00028;PS50157;
P0CG01	PS50869;
P0CG12	
P0CG22	PS00061;
P0CG31	PS00028;PS50157;
P0CG36	PS00022;PS50026;
P0CG40	PS00028;PS50157;
P0CH99	PS50805;PS00028;PS50157;
P0CI26	PS50188;PS50119;PS50089;
P0CJ72	
P0CJ78	PS00028;PS50157;
P0CJ79	PS50805;PS00028;PS50157;
P0CK96	
P0CK97	
P0CL82	
P0CV98	
P0CV99	
P0CW00	
P0CW01	
P0CW20	PS00478;PS50023;
P0DJD0	PS50913;PS50196;PS50005;PS50293;
P0DJD1	PS50913;PS50196;PS50005;PS50293;
P0DKB6	
P0DKV0	
P0DM35	
P0DMP2	PS51741;
P0DMT0	
P0DMU2	PS50262;
P0DN37	PS00170;PS50072;
P0DN80	PS00237;PS50262;
P0DN81	PS00237;PS50262;
P0DN82	PS00237;PS50262;
P0DOX2	PS50835;PS00290;
P0DOX7	PS50835;PS00290;
P0DOX8	PS50835;PS00290;
P0DP01	PS50835;
P0DP02	PS50835;
P0DP03	PS50835;
P0DP04	PS50835;
P0DP06	PS50835;
P0DP07	PS50835;
P0DP08	PS50835;
P0DP09	PS50835;
P0DP72	PS50853;PS50835;
P0DP73	
P0DP74	
P0DPB5	
P0DPF3	PS51316;
P0DPF4	PS50835;
P0DPF7	PS50835;
P0DPI2	
P0DPQ6	
P0DQD5	PS00237;PS50262;
P0DSN7	PS50835;
P0DSO2	
P0DTE1	PS50835;
P0DTE2	
P0DTL5	
P0DTL6	PS50089;PS50145;
P0DTW3	
P0DUH7	
P0DV77	PS00027;PS50071;
P10075	PS00028;PS50157;
P11465	PS50835;
P11844	PS50915;
P12525	PS50888;
P15421	
P16415	PS50805;PS00028;PS50157;
P16562	PS01009;PS01010;PS51670;
P17017	PS50805;PS00028;PS50157;
P20962	
P31275	PS00027;PS50071;
P43359	
P43362	PS50838;
P43366	PS50838;
P47881	PS00237;PS50262;
P47884	PS00237;PS50262;
P47890	PS50262;
P47944	
P48741	PS00297;PS00329;
P51523	PS50805;PS00028;PS50157;
P51786	PS50805;PS00028;PS50157;
P51861	
P52740	PS50805;PS00028;PS50157;
P52743	PS00028;PS50157;
P52943	PS00478;PS50023;
P55822	
P56749	PS01346;
P57060	PS50908;
P58170	PS50262;
P58180	PS50262;
P58181	PS00237;PS50262;
P58511	
P58549	PS01310;
P59536	
P59539	
P59551	
P59861	
P59922	PS50262;
P60673	
P60985	
P61129	PS50103;
P61236	PS51792;
P61570	
P62502	PS00213;
P62685	PS50158;
P63119	PS50175;PS00141;PS50174;
P63120	PS50175;PS00141;PS50174;
P63121	PS50175;PS00141;PS50174;
P63122	PS50175;PS00141;PS50174;
P63124	PS50175;PS50174;
P63125	PS50175;PS00141;PS50174;
P63127	PS50175;PS00141;PS50174;
P63131	PS50175;PS00141;PS50174;
P63302	
P78312	
P82664	
P82909	
P84157	
P86790	
P98182	PS00028;PS50157;
Q008S8	PS50010;
Q02325	PS50948;
Q03924	PS00028;PS50157;
Q03938	PS50805;PS00028;PS50157;
Q05BV3	PS00678;PS50082;PS50294;
Q05DH4	
Q06250	
Q075Z2	PS00023;PS51092;
Q08AF3	
Q08AI6	
Q08AN1	PS50805;PS00028;PS50157;
Q09019	PS50082;PS50294;
Q09MP3	
Q0P651	
Q0P6D2	
Q0VDE8	
Q0VDG4	
Q0VFZ6	
Q0VGE8	PS50805;PS00028;PS50157;
Q107X0	
Q12767	
Q13046	PS50835;
Q13066	
Q13069	
Q13072	
Q13296	PS51311;
Q13536	
Q14146	
Q14390	PS00462;
Q14507	
Q14549	PS00027;PS50071;
Q14582	PS50888;
Q14586	PS50805;PS00028;PS50157;
Q14588	PS50805;PS00028;PS50157;
Q14761	
Q147U1	PS50805;PS00028;PS50157;
Q14DG7	
Q15032	PS51061;PS51673;
Q15270	PS00027;PS50071;
Q15434	PS50102;
Q15486	
Q15527	
Q15615	PS00237;PS50262;
Q15619	PS00237;PS50262;
Q15622	PS00237;PS50262;
Q16048	
Q16517	
Q16559	PS50888;
Q16609	PS00021;PS50070;
Q16626	
Q17R31	
Q17R55	
Q17RC7	
Q17RG1	
Q17RH7	PS50071;
Q17RR3	PS00120;
Q1AE95	
Q1ED39	
Q1KMD3	PS50188;PS50800;
Q1W4C9	PS51465;
Q1X8D7	PS51450;
Q1XH10	
Q1ZYL8	
Q24JQ0	
Q2KHR3	
Q2M218	PS50805;PS00028;PS50157;
Q2M296	PS50102;
Q2M2I3	
Q2M2W7	PS50189;
Q2M3D2	
Q2M3V2	PS50297;PS50088;
Q2M3W8	PS50805;PS00028;PS50157;
Q2M5E4	PS50132;
Q2PZI1	
Q2QD12	PS01085;
Q2TAA2	
Q2TAA8	
Q2TAL5	PS50021;
Q2TB10	PS00028;PS50157;
Q2TBF2	PS51212;
Q2TV78	PS00021;PS50070;PS50948;PS50240;
Q2VY69	PS50805;PS00028;PS50157;
Q2VYF4	PS51758;
Q2WGJ8	
Q2WGJ9	PS50004;
Q2WGN9	PS50003;
Q30KQ1	
Q30KQ4	
Q30KQ5	
Q30KQ8	
Q30KR1	
Q32P51	PS50102;
Q3B7J2	
Q3B7T3	
Q3B8N5	PS51818;
Q3C1V8	PS00027;PS50071;
Q3KNT7	PS51686;
Q3KNW1	PS00028;PS50157;
Q3KP31	PS50805;PS00028;PS50157;
Q3KQV9	
Q3KQZ1	PS50920;
Q3LI61	
Q3LI67	
Q3LI73	
Q3LI81	
Q3LI83	
Q3MIS6	PS50805;PS00028;PS50157;
Q3MIX3	
Q3SXZ3	PS50805;PS00028;PS50157;
Q3ZCQ2	
Q3ZCW2	PS51304;
Q400G9	PS00142;
Q494W8	PS00236;
Q494X3	PS50805;PS00028;PS50157;
Q495B1	PS50297;PS50088;PS50017;
Q496H8	
Q499Z3	
Q499Z4	PS00028;PS50157;
Q49A92	
Q49AA0	PS50805;PS00028;PS50157;
Q49AG3	PS50808;
Q49AR2	
Q4AE62	
Q4G0F5	
Q4G0I0	
Q4G0S7	
Q4G0Z9	
Q4G112	
Q4KMZ1	PS50096;
Q4KMZ8	
Q4V339	
Q4VC39	PS51503;
Q4VXA5	
Q4VXU2	PS51309;PS50102;
Q4W5P6	
Q502W7	
Q504U0	
Q50LG9	PS50835;PS51450;
Q52LA3	
Q52LD8	
Q52M58	
Q52M93	PS50805;PS00028;PS50157;
Q53EQ6	PS51253;PS50960;
Q53EV4	PS51450;
Q53FE4	
Q53RY4	
Q53S08	PS51419;
Q53S58	
Q53S99	
Q53SF7	PS51082;
Q56A73	
Q56VL3	
Q58FF3	PS00014;
Q58FG0	
Q5BJE1	
Q5BKX6	
Q5BLP8	
Q5CZA5	PS50805;PS00028;PS50157;
Q5EBM4	PS50805;PS00028;PS50157;
Q5FYA8	PS00523;PS00149;
Q5GH70	
Q5GH73	
Q5GH77	
Q5H8A3	PS00967;
Q5H913	PS51417;
Q5H9K5	
Q5H9M0	
Q5H9R4	PS50176;
Q5HY98	PS50805;PS00028;PS50157;
Q5HYK9	PS50805;PS00028;PS50157;
Q5HYR2	
Q5I0G3	
Q5I0X7	PS50005;PS50293;
Q5JNZ3	PS50805;PS00028;PS50157;
Q5JPF3	PS50297;PS50088;
Q5JPI3	
Q5JQF8	PS50102;
Q5JQS5	PS00237;PS50262;
Q5JQS6	
Q5JRC9	
Q5JRS4	PS50262;
Q5JRV8	
Q5JS37	PS51125;
Q5JS54	
Q5JSS6	
Q5JTD7	
Q5JU00	
Q5JUK9	
Q5JVG2	PS50805;PS00028;PS50157;
Q5JVG8	PS50805;PS00028;PS50157;
Q5JW98	
Q5JWR5	
Q5JX69	
Q5JXM2	
Q5M9N0	
Q5MCW4	PS50805;PS00028;PS50157;
Q5PT55	
Q5R3K3	
Q5SNV9	
Q5SRH9	
Q5SSQ6	
Q5SV17	
Q5SV97	
Q5SVQ8	PS50097;PS00028;PS50157;
Q5SWX8	
Q5SXM1	PS00028;PS50157;
Q5SY68	PS00018;PS50222;
Q5SYE7	
Q5SZD1	
Q5SZD4	
Q5SZI1	PS50068;
Q5T0B9	PS00028;PS50157;
Q5T1A1	
Q5T1J5	PS51808;
Q5T1N1	
Q5T1S8	
Q5T292	
Q5T2L2	PS00798;
Q5T3I0	PS50174;
Q5T5D7	PS50805;PS00028;PS50157;
Q5T5J6	
Q5T5M9	
Q5T5S1	
Q5T681	
Q5T6J7	
Q5T7M9	
Q5T9S5	
Q5TAG4	PS51316;
Q5TC12	
Q5TC63	PS50086;
Q5TEA3	
Q5TEA6	
Q5TEC3	PS00028;PS50157;
Q5TF21	
Q5TF39	
Q5TFE4	
Q5TFG8	PS52027;
Q5TG30	PS50238;
Q5TGI0	
Q5TGS1	PS50888;
Q5TGY1	
Q5THK1	
Q5TIE3	PS51468;PS50234;
Q5TZ20	PS00237;PS50262;
Q5TZJ5	
Q5U3C3	
Q5UAW9	PS50261;
Q5VIY5	PS50805;PS00028;PS50157;
Q5VSG8	
Q5VT79	PS00223;PS51897;
Q5VTE6	
Q5VTJ3	
Q5VTL8	
Q5VTM2	PS50297;PS50115;PS50003;
Q5VTU8	
Q5VU65	
Q5VU69	
Q5VUD6	
Q5VUJ5	PS50297;PS50088;PS50115;PS50003;
Q5VUJ6	PS50021;PS51450;
Q5VUY0	
Q5VVM6	
Q5VW22	PS50297;PS50088;PS50115;PS50003;
Q5VWQ0	
Q5VX52	
Q5VXU3	
Q5VYM1	
Q5VYV0	PS00657;PS00658;PS50039;
Q5VYV7	
Q5VZ03	
Q5VZ46	
Q5VZ66	
Q5W041	PS50176;
Q5W0A0	
Q5W0B7	
Q5W0V3	
Q5W186	
Q5W5W9	
Q5XG99	PS51782;
Q5XKK7	
Q5XKR9	
Q5XUX1	PS50181;PS00678;PS50082;PS50294;
Q5YKI7	
Q63HM2	
Q63HM9	PS50007;
Q63ZE4	PS50850;
Q64ET8	
Q658K8	
Q658L1	
Q658N2	PS51212;
Q68CQ7	
Q68CR1	
Q68DI1	PS50805;PS00028;PS50157;
Q68DN1	
Q68DU8	
Q68DY9	PS50805;PS00028;PS50157;
Q69YU3	PS50297;PS50088;
Q6AHZ1	PS00028;PS50157;
Q6AI08	
Q6AI12	PS50297;PS50088;
Q6AW86	PS50805;PS00028;PS50157;
Q6B0B8	PS51253;PS50960;
Q6BEB4	PS00028;PS50157;
Q6DD87	PS00028;PS50157;
Q6DHV5	
Q6DKI1	PS00634;
Q6EBC2	
Q6EKJ0	PS51139;
Q6F5E7	
Q6GPI1	PS50240;PS00134;PS00135;
Q6ICC9	
Q6ICG6	
Q6ICH7	
Q6IEE8	
Q6IEU7	PS00237;PS50262;
Q6IEV9	PS00237;PS50262;
Q6IEY1	PS00237;PS50262;
Q6IEZ7	PS00237;PS50262;
Q6IF00	PS00237;PS50262;
Q6IF36	PS00237;PS50262;
Q6IF42	PS00237;PS50262;
Q6IF63	PS50262;
Q6IF82	PS50262;
Q6IF99	PS50262;
Q6IFG1	PS00237;PS50262;
Q6IFN5	PS50262;
Q6IN97	PS50106;
Q6IPT2	
Q6IPX1	PS50086;
Q6IPX3	
Q6IQ21	PS00028;PS50157;
Q6IS14	PS00302;
Q6J272	
Q6JVE6	PS00213;
Q6JVE9	
Q6L8G5	
Q6L9T8	
Q6MZZ7	PS50203;
Q6NSI8	
Q6NSJ2	PS50003;
Q6NSW5	PS50211;
Q6NT04	PS51253;PS50960;
Q6NT52	PS00261;PS00689;
Q6NT89	
Q6NUN7	
Q6NV75	PS50262;
Q6NVV3	
Q6NVV9	PS01186;PS50026;
Q6NW29	PS50908;
Q6NX49	PS50805;PS00028;PS50157;
Q6NXP0	PS50222;
Q6NXP2	
Q6NXT1	PS50297;PS50088;
Q6NZ63	
Q6P093	PS01174;
Q6P161	
Q6P1N9	PS01091;
Q6P280	PS50805;PS00028;PS50157;
Q6P387	
Q6P3R8	PS00107;PS50011;PS00108;
Q6P3V2	PS50805;PS00028;PS50157;
Q6P474	
Q6P5X7	
Q6P6B1	
Q6P6B7	PS50297;PS50088;
Q6P995	
Q6P9A1	PS50805;PS00028;PS50157;
Q6P9A3	PS50805;PS00028;PS50157;
Q6P9G0	PS50255;
Q6PCB5	
Q6PEW0	PS50240;
Q6PEZ8	PS51450;
Q6PF15	PS50097;
Q6PG37	PS50805;PS00028;PS50157;
Q6PH81	
Q6PI47	
Q6PI97	
Q6PID6	PS50005;PS50293;
Q6PII5	
Q6PIV7	PS50920;
Q6PJ61	PS50181;
Q6PJE2	
Q6PK04	
Q6PK81	PS50805;PS00028;PS50157;
Q6PP77	
Q6Q6R5	PS00478;PS50023;
Q6S545	PS50297;PS50088;
Q6S5H5	PS50297;PS50088;
Q6S8J7	PS50297;PS50088;
Q6T423	PS50850;
Q6TFL3	
Q6U949	
Q6UE05	
Q6UQ28	
Q6UW01	PS50871;
Q6UW02	
Q6UW10	
Q6UWE3	PS51342;
Q6UWF7	
Q6UWH4	
Q6UWI4	
Q6UWJ8	
Q6UWM9	PS00375;
Q6UWN0	
Q6UWN8	PS00282;PS51465;
Q6UWP8	
Q6UWQ5	PS00128;PS51348;
Q6UWS5	
Q6UWT2	
Q6UWU2	
Q6UWV7	
Q6UWX4	
Q6UWY5	PS51132;
Q6UX68	
Q6UX72	
Q6UX82	
Q6UXB1	
Q6UXB3	PS00983;
Q6UXD7	
Q6UXE8	PS50188;PS50835;
Q6UXF7	PS00615;PS50041;PS00022;PS01186;PS50026;
Q6UXN7	
Q6UXU4	
Q6UXU6	
Q6UXV1	
Q6UXY8	
Q6UY01	
Q6UY18	PS50835;PS51450;
Q6UY27	
Q6V702	
Q6V9R5	PS50805;PS00028;PS50157;
Q6XE38	PS51311;
Q6XLA1	
Q6Y2X3	PS50076;
Q6ZMB5	
Q6ZMN7	PS50106;PS00518;PS50089;
Q6ZMN8	
Q6ZMS4	PS50805;PS00028;PS50157;
Q6ZMV5	
Q6ZMW2	PS50805;PS00028;PS50157;
Q6ZMW3	PS00678;PS50082;PS50294;
Q6ZMY6	PS00678;PS50082;PS50294;
Q6ZMY9	PS50805;PS00028;PS50157;
Q6ZN01	PS50800;
Q6ZN06	PS50805;PS00028;PS50157;
Q6ZN08	PS50805;PS00028;PS50157;PS00142;
Q6ZN19	PS00028;PS50157;
Q6ZN32	PS00345;PS00346;PS50061;
Q6ZN68	
Q6ZN79	PS50805;PS00028;PS50157;
Q6ZN84	
Q6ZNA1	PS50805;PS00028;PS50157;
Q6ZNA5	PS50939;PS50836;PS51019;
Q6ZNC4	PS00028;PS50157;
Q6ZNF0	
Q6ZNG1	PS00028;PS50157;
Q6ZNI0	
Q6ZNM6	
Q6ZNR0	
Q6ZP01	PS50102;
Q6ZPB5	
Q6ZPD9	
Q6ZQQ6	PS50082;PS50294;
Q6ZR62	PS50158;
Q6ZRF7	PS00028;PS50157;
Q6ZRI6	
Q6ZRI8	PS50238;
Q6ZRR5	PS50922;
Q6ZRS4	
Q6ZS11	PS51205;
Q6ZS30	PS50197;PS51783;PS50082;PS50294;
Q6ZS82	
Q6ZS86	PS00445;
Q6ZSI9	PS50203;PS00018;PS50222;PS00139;
Q6ZSS3	PS50805;PS00028;PS50157;
Q6ZT07	PS50222;PS50086;
Q6ZT77	PS00028;PS50157;
Q6ZTU2	
Q6ZU65	
Q6ZU67	PS51457;
Q6ZU69	
Q6ZUJ4	
Q6ZUK4	
Q6ZUS6	
Q6ZUT6	
Q6ZV50	PS51526;
Q6ZV89	PS01179;PS50001;
Q6ZVC0	
Q6ZVF9	
Q6ZVL6	
Q6ZVZ8	PS50297;PS50088;PS50225;
Q6ZWB6	
Q719I0	
Q71RC9	
Q75NE6	
Q75VX8	
Q765I0	PS00984;
Q76G19	PS50106;
Q76KD6	
Q76KX8	PS50805;PS00028;PS50157;
Q7L0X2	
Q7L211	
Q7L311	
Q7L945	PS50805;PS00028;PS50157;
Q7L985	PS50835;PS51450;
Q7RTS6	
Q7RTT3	PS50806;
Q7RTT4	PS50806;
Q7RTT5	PS50806;
Q7RTT6	PS50806;
Q7RTU0	PS50888;
Q7RTU5	PS50888;
Q7RTV5	
Q7RTX9	PS50850;
Q7RTY3	PS50240;PS00134;
Q7Z2Q7	PS51450;
Q7Z2Y8	PS51717;
Q7Z304	PS00740;PS50060;
Q7Z309	
Q7Z388	
Q7Z3E2	
Q7Z3J3	PS50913;PS50196;PS50005;PS50293;
Q7Z3V5	PS50805;PS00028;PS50157;
Q7Z402	
Q7Z404	
Q7Z422	PS51673;PS51938;
Q7Z4H9	
Q7Z4L0	
Q7Z4L9	PS51450;
Q7Z4M0	
Q7Z4R8	
Q7Z4Y8	
Q7Z572	PS00018;PS50222;
Q7Z5A8	
Q7Z5A9	
Q7Z5J8	PS50297;PS50088;PS50176;
Q7Z5L0	
Q7Z5L3	PS50871;
Q7Z5L4	
Q7Z5M5	
Q7Z5S9	
Q7Z5Y7	
Q7Z6M2	PS50181;
Q7Z6P3	PS50222;PS51419;
Q7Z6W1	
